GOID	Description	FDR	Database	Type	Genes	Enrichment
GO:0032787	monocarboxylic acid metabolic process	2.10E-02	g:Profiler	BP	PGK2	All (Up vs. Down)
GO:0000502	proteasome complex	2.10E-02	BiNGO	CC	PSMC3	All (Up vs. Down)
GO:0000502	proteasome complex	2.10E-02	BiNGO	CC	PSMA2	All (Up vs. Down)
GO:0000502	proteasome complex	2.10E-02	BiNGO	CC	HSPB1	All (Up vs. Down)
GO:0043657	host cell	2.10E-02	PANTHER	CC	HIST1H4A	All (Up vs. Down)
GO:0043657	host cell	2.10E-02	PANTHER	CC	HIST1H1T	All (Up vs. Down)
GO:0043657	host cell	2.10E-02	PANTHER	CC	HIST1H1E	All (Up vs. Down)
GO:0043657	host cell	2.10E-02	PANTHER	CC	RAN	All (Up vs. Down)
GO:0043657	host cell	2.10E-02	PANTHER	CC	HIST1H1B	All (Up vs. Down)
GO:2000145	regulation of cell motility	2.09E-02	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:2000145	regulation of cell motility	2.09E-02	g:Profiler	BP	GPI	All (Up vs. Down)
GO:2000145	regulation of cell motility	2.09E-02	g:Profiler	BP	EPPK1	All (Up vs. Down)
GO:2000145	regulation of cell motility	2.09E-02	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:2000145	regulation of cell motility	2.09E-02	g:Profiler	BP	CD9	All (Up vs. Down)
GO:0090175	regulation of establishment of planar polarity	2.09E-02	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0090175	regulation of establishment of planar polarity	2.09E-02	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0051575	5'-deoxyribose-5-phosphate lyase activity	2.09E-02	GO::TermFinder	MF	XRCC5	All (Up vs. Down)
GO:0051575	5'-deoxyribose-5-phosphate lyase activity	2.09E-02	GO::TermFinder	MF	HMGA2	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	YWHAE	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	CRTC2	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	RAB1C	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	RPL36A	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	HMGB1	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	ATP5O	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	RPL10A	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	ACTB	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	KRT84	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	CAND1	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	TRIM28	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	RPS19	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	MAEL	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	CAPN2	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	RPL13	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	PLS3	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	CCT8	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	PRPH	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	HSPA9	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	XRCC5	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	KRT1	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	HMGA1	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	HMGA2	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	ACSL4	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	C2orf71	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	EHD2	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	RPS28	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	KRT18	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	AKAP9	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	SERBP1	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	S100A6	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	CD9	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	EPPK1	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	RBMX	All (Up vs. Down)
GO:0071840	cellular component organization or biogenesis	2.09E-02	PANTHER	BP	EIF3B	All (Up vs. Down)
GO:0031490	chromatin DNA binding	2.09E-02	g:Profiler	MF	HMGA2	All (Up vs. Down)
GO:0031490	chromatin DNA binding	2.09E-02	g:Profiler	MF	ACTB	All (Up vs. Down)
GO:2000736	regulation of stem cell differentiation	2.08E-02	g:Profiler	BP	PSMC4	All (Up vs. Down)
GO:2000736	regulation of stem cell differentiation	2.08E-02	g:Profiler	BP	PSMA5	All (Up vs. Down)
GO:0010822	positive regulation of mitochondrion organization	2.08E-02	g:Profiler	BP	RAC2	All (Up vs. Down)
GO:0010822	positive regulation of mitochondrion organization	2.08E-02	g:Profiler	BP	YWHAG	All (Up vs. Down)
GO:0045930	negative regulation of mitotic cell cycle	2.08E-02	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0045930	negative regulation of mitotic cell cycle	2.08E-02	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0045930	negative regulation of mitotic cell cycle	2.08E-02	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0099525	presynaptic dense core vesicle exocytosis	2.07E-02	g:Profiler	BP	UNC13C	All (Up vs. Down)
GO:0099011	neuronal dense core vesicle exocytosis	2.07E-02	g:Profiler	BP	UNC13C	All (Up vs. Down)
GO:1902177	positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	2.07E-02	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0007354	"zygotic determination of anterior/posterior axis, embryo"	2.07E-02	g:Profiler	BP	BASP1	All (Up vs. Down)
GO:1903333	negative regulation of protein folding	2.07E-02	g:Profiler	BP	ST13	All (Up vs. Down)
GO:0035502	metanephric part of ureteric bud development	2.07E-02	g:Profiler	BP	BASP1	All (Up vs. Down)
GO:0071896	protein localization to adherens junction	2.07E-02	g:Profiler	BP	VCL	All (Up vs. Down)
GO:0034968	histone lysine methylation	2.07E-02	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0034968	histone lysine methylation	2.07E-02	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0003057	regulation of the force of heart contraction by chemical signal	2.07E-02	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0106001	intestinal hexose absorption	2.07E-02	g:Profiler	BP	PLS1	All (Up vs. Down)
GO:0002274	myeloid leukocyte activation	2.07E-02	WebGestalt	BP	GPI	All (Up vs. Down)
GO:0002274	myeloid leukocyte activation	2.07E-02	WebGestalt	BP	CCT8	All (Up vs. Down)
GO:0002274	myeloid leukocyte activation	2.07E-02	WebGestalt	BP	CAND1	All (Up vs. Down)
GO:0002274	myeloid leukocyte activation	2.07E-02	WebGestalt	BP	HMGB1	All (Up vs. Down)
GO:0002274	myeloid leukocyte activation	2.07E-02	WebGestalt	BP	IMPDH2	All (Up vs. Down)
GO:0002274	myeloid leukocyte activation	2.07E-02	WebGestalt	BP	PSMC3	All (Up vs. Down)
GO:0002274	myeloid leukocyte activation	2.07E-02	WebGestalt	BP	KRT1	All (Up vs. Down)
GO:0002274	myeloid leukocyte activation	2.07E-02	WebGestalt	BP	XRCC5	All (Up vs. Down)
GO:0002274	myeloid leukocyte activation	2.07E-02	WebGestalt	BP	PSMA2	All (Up vs. Down)
GO:0002274	myeloid leukocyte activation	2.07E-02	WebGestalt	BP	RAB5C	All (Up vs. Down)
GO:0043009	chordate embryonic development	2.07E-02	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0043009	chordate embryonic development	2.07E-02	g:Profiler	BP	CAPN2	All (Up vs. Down)
GO:0043009	chordate embryonic development	2.07E-02	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0043009	chordate embryonic development	2.07E-02	g:Profiler	BP	TRIM28	All (Up vs. Down)
GO:0002223	stimulatory C-type lectin receptor signaling pathway	2.07E-02	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0002223	stimulatory C-type lectin receptor signaling pathway	2.07E-02	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0043085	positive regulation of catalytic activity	2.07E-02	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0043085	positive regulation of catalytic activity	2.07E-02	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0043085	positive regulation of catalytic activity	2.07E-02	g:Profiler	BP	TNFRSF10A	All (Up vs. Down)
GO:0043085	positive regulation of catalytic activity	2.07E-02	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0043085	positive regulation of catalytic activity	2.07E-02	g:Profiler	BP	RALGAPB	All (Up vs. Down)
GO:0043085	positive regulation of catalytic activity	2.07E-02	g:Profiler	BP	FCRL3	All (Up vs. Down)
GO:0051248	negative regulation of protein metabolic process	2.07E-02	g:Profiler	BP	NCL	All (Up vs. Down)
GO:0051248	negative regulation of protein metabolic process	2.07E-02	g:Profiler	BP	ILF3	All (Up vs. Down)
GO:0051248	negative regulation of protein metabolic process	2.07E-02	g:Profiler	BP	YWHAG	All (Up vs. Down)
GO:0051248	negative regulation of protein metabolic process	2.07E-02	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0051248	negative regulation of protein metabolic process	2.07E-02	g:Profiler	BP	KHSRP	All (Up vs. Down)
GO:0010942	positive regulation of cell death	2.07E-02	g:Profiler	BP	CTSD	All (Up vs. Down)
GO:0010942	positive regulation of cell death	2.07E-02	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0010942	positive regulation of cell death	2.07E-02	g:Profiler	BP	YWHAG	All (Up vs. Down)
GO:0010942	positive regulation of cell death	2.07E-02	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0017151	DEAD/H-box RNA helicase binding	2.06E-02	g:Profiler	MF	ETV3	All (Up vs. Down)
GO:0005113	patched binding	2.06E-02	g:Profiler	MF	CAV1	All (Up vs. Down)
GO:0004576	oligosaccharyl transferase activity	2.06E-02	g:Profiler	MF	RPN1	All (Up vs. Down)
GO:0016072	rRNA metabolic process	2.06E-02	PANTHER	BP	RPL4	All (Up vs. Down)
GO:0016072	rRNA metabolic process	2.06E-02	PANTHER	BP	RPS14	All (Up vs. Down)
GO:0016072	rRNA metabolic process	2.06E-02	PANTHER	BP	RPL27A	All (Up vs. Down)
GO:0016072	rRNA metabolic process	2.06E-02	PANTHER	BP	RPL36	All (Up vs. Down)
GO:0016072	rRNA metabolic process	2.06E-02	PANTHER	BP	RPL29	All (Up vs. Down)
GO:0016072	rRNA metabolic process	2.06E-02	PANTHER	BP	RPL17	All (Up vs. Down)
GO:0006457	protein folding	2.06E-02	DAVID	BP	HSP90AB2P	All (Up vs. Down)
GO:0006457	protein folding	2.06E-02	DAVID	BP	GANAB	All (Up vs. Down)
GO:0006457	protein folding	2.06E-02	DAVID	BP	PPIAL4G	All (Up vs. Down)
GO:0006457	protein folding	2.06E-02	DAVID	BP	PPIAL4E	All (Up vs. Down)
GO:0006457	protein folding	2.06E-02	DAVID	BP	CCT8	All (Up vs. Down)
GO:0006457	protein folding	2.06E-02	DAVID	BP	HSP90AA5P	All (Up vs. Down)
GO:0006457	protein folding	2.06E-02	DAVID	BP	HSPA9	All (Up vs. Down)
GO:0005200	structural constituent of cytoskeleton	2.04E-02	g:Profiler	MF	KRT84	All (Up vs. Down)
GO:0005200	structural constituent of cytoskeleton	2.04E-02	g:Profiler	MF	ACTB	All (Up vs. Down)
GO:0070087	chromo shadow domain binding	2.04E-02	g:Profiler	MF	TRIM28	All (Up vs. Down)
GO:0035326	cis-regulatory region binding	2.04E-02	g:Profiler	MF	HMGA2	All (Up vs. Down)
GO:0035326	cis-regulatory region binding	2.04E-02	g:Profiler	MF	ACTB	All (Up vs. Down)
GO:0035326	cis-regulatory region binding	2.04E-02	g:Profiler	MF	HMGA1	All (Up vs. Down)
GO:0035326	cis-regulatory region binding	2.04E-02	g:Profiler	MF	RBMX	All (Up vs. Down)
GO:0090599	alpha-glucosidase activity	2.04E-02	g:Profiler	MF	GANAB	All (Up vs. Down)
GO:1990254	keratin filament binding	2.04E-02	g:Profiler	MF	EPPK1	All (Up vs. Down)
GO:0019958	C-X-C chemokine binding	2.04E-02	g:Profiler	MF	HMGB1	All (Up vs. Down)
GO:0051129	negative regulation of cellular component organization	2.04E-02	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0051129	negative regulation of cellular component organization	2.04E-02	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0051129	negative regulation of cellular component organization	2.04E-02	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0051129	negative regulation of cellular component organization	2.04E-02	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0036293	response to decreased oxygen levels	2.04E-02	g:Profiler	BP	PSMC4	All (Up vs. Down)
GO:0036293	response to decreased oxygen levels	2.04E-02	g:Profiler	BP	PSMA5	All (Up vs. Down)
GO:0036293	response to decreased oxygen levels	2.04E-02	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0048471	perinuclear region of cytoplasm	2.04E-02	STRING	CC	ANXA4	All (Up vs. Down)
GO:0048471	perinuclear region of cytoplasm	2.04E-02	STRING	CC	CAPN2	All (Up vs. Down)
GO:0048471	perinuclear region of cytoplasm	2.04E-02	STRING	CC	EHD2	All (Up vs. Down)
GO:0048471	perinuclear region of cytoplasm	2.04E-02	STRING	CC	KRT18	All (Up vs. Down)
GO:0048471	perinuclear region of cytoplasm	2.04E-02	STRING	CC	MAEL	All (Up vs. Down)
GO:0048471	perinuclear region of cytoplasm	2.04E-02	STRING	CC	S100A6	All (Up vs. Down)
GO:0048471	perinuclear region of cytoplasm	2.04E-02	STRING	CC	SERBP1	All (Up vs. Down)
GO:0048471	perinuclear region of cytoplasm	2.04E-02	STRING	CC	SLC2A10	All (Up vs. Down)
GO:0060071	"Wnt signaling pathway, planar cell polarity pathway"	2.04E-02	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0060071	"Wnt signaling pathway, planar cell polarity pathway"	2.04E-02	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0032652	regulation of interleukin-1 production	2.04E-02	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0032652	regulation of interleukin-1 production	2.04E-02	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0032508	DNA duplex unwinding	2.04E-02	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0032508	DNA duplex unwinding	2.04E-02	g:Profiler	BP	HMGA1	All (Up vs. Down)
GO:0048024	"regulation of mRNA splicing, via spliceosome"	2.04E-02	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:0048024	"regulation of mRNA splicing, via spliceosome"	2.04E-02	g:Profiler	BP	RBMX	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RPL4	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RPN1	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RPS14	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	KHSRP	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RPL36	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	HIST1H1E	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RPS11	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RPL17	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	UBE2I	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	ACTL6B	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	CAV1	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RPS3A	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	LAMB1	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	CKAP4	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	MRPS5	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	PSMA5	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	EEF1A1	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RPS26	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	SFPQ	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	HIST1H4A	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	ILF3	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	PSMC4	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RPL27A	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	UBA1	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	FAU	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RPL29	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	FARSA	All (Up vs. Down)
GO:0044260	cellular macromolecule metabolic process	2.04E-02	PANTHER	BP	RAN	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	RPL4	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	UNC13C	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	CAV1	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	RPS3A	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	POTEKP	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	RPS14	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	PSMC4	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	BASP1	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	RAC2	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	CD59	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	UBA1	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	RPS11	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	SLC12A7	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	VCL	All (Up vs. Down)
GO:0030054	cell junction	2.03E-02	PANTHER	CC	YWHAG	All (Up vs. Down)
GO:0006333	chromatin assembly or disassembly	2.03E-02	BiNGO	BP	HIST1H4A	All (Up vs. Down)
GO:0006333	chromatin assembly or disassembly	2.03E-02	BiNGO	BP	HIST1H1T	All (Up vs. Down)
GO:0006333	chromatin assembly or disassembly	2.03E-02	BiNGO	BP	HIST1H1E	All (Up vs. Down)
GO:0006333	chromatin assembly or disassembly	2.03E-02	BiNGO	BP	HIST1H1B	All (Up vs. Down)
GO:0030111	regulation of Wnt signaling pathway	2.03E-02	g:Profiler	BP	PSMC4	All (Up vs. Down)
GO:0030111	regulation of Wnt signaling pathway	2.03E-02	g:Profiler	BP	PSMA5	All (Up vs. Down)
GO:0030111	regulation of Wnt signaling pathway	2.03E-02	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0000987	cis-regulatory region sequence-specific DNA binding	2.02E-02	g:Profiler	MF	HMGA2	All (Up vs. Down)
GO:0000987	cis-regulatory region sequence-specific DNA binding	2.02E-02	g:Profiler	MF	ACTB	All (Up vs. Down)
GO:0000987	cis-regulatory region sequence-specific DNA binding	2.02E-02	g:Profiler	MF	HMGA1	All (Up vs. Down)
GO:0000987	cis-regulatory region sequence-specific DNA binding	2.02E-02	g:Profiler	MF	RBMX	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	RPL4	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	UBE2I	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	RPS3A	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	PSMA5	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	RPS26	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	RPS14	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	PSMC4	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	KHSRP	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	RPL27A	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	RPL36	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	UBA1	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	FAU	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	RPL29	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	RPS11	All (Up vs. Down)
GO:0044248	cellular catabolic process	2.02E-02	PANTHER	BP	RPL17	All (Up vs. Down)
GO:0045055	regulated exocytosis	2.02E-02	PANTHER	BP	GPI	All (Up vs. Down)
GO:0045055	regulated exocytosis	2.02E-02	PANTHER	BP	RAB5C	All (Up vs. Down)
